Time,LeftDuration,RightDuration,TotalDuration,Resource
"9/9/17, 1:07 AM",,,167,Sleep
"9/9/17, 4:11 AM",,,74,Sleep
"9/9/17, 6:07 AM",,,94,Sleep
"9/9/17, 11:37 AM",,,5,Sleep
"9/9/17, 1:00 PM",,,72,Sleep
"9/9/17, 2:47 PM",,,107,Sleep
"9/9/17, 5:30 PM",,,98,Sleep
"9/9/17, 9:43 PM",,,26,Sleep
"9/9/17, 10:50 PM",,,205,Sleep
"9/10/17, 2:40 AM",,,166,Sleep
"9/10/17, 5:51 AM",,,133,Sleep
"9/10/17, 9:04 AM",,,41,Sleep
"9/10/17, 11:13 AM",,,12,Sleep
"9/10/17, 11:31 AM",,,18,Sleep
"9/10/17, 12:50 PM",,,27,Sleep
"9/10/17, 2:50 PM",,,49,Sleep
"9/10/17, 5:16 PM",,,31,Sleep
"9/10/17, 7:41 PM",,,8,Sleep
"9/10/17, 8:53 PM",,,236,Sleep
"9/11/17, 1:15 AM",,,91,Sleep
"9/11/17, 3:09 AM",,,170,Sleep
"9/11/17, 6:49 AM",,,39,Sleep
"9/11/17, 8:57 AM",,,13,Sleep
"9/11/17, 9:20 AM",,,10,Sleep
"9/11/17, 9:35 AM",,,22,Sleep
"9/11/17, 11:00 AM",,,20,Sleep
"9/11/17, 12:40 PM",,,11,Sleep
"9/11/17, 12:57 PM",,,18,Sleep
"9/11/17, 1:24 PM",,,16,Sleep
"9/11/17, 1:45 PM",,,34,Sleep
"9/11/17, 2:45 PM",,,121,Sleep
"9/11/17, 5:25 PM",,,32,Sleep
"9/11/17, 6:10 PM",,,82,Sleep
"9/11/17, 7:52 PM",,,143,Sleep
"9/11/17, 10:31 PM",,,184,Sleep
"9/12/17, 2:02 AM",,,142,Sleep
"9/12/17, 4:47 AM",,,123,Sleep
"9/12/17, 8:10 AM",,,40,Sleep
"9/12/17, 10:19 AM",,,36,Sleep
"9/12/17, 11:41 AM",,,39,Sleep
"9/12/17, 1:55 PM",,,25,Sleep
"9/12/17, 3:29 PM",,,90,Sleep
"9/12/17, 6:52 PM",,,10,Sleep
"9/12/17, 7:20 PM",,,35,Sleep
"9/12/17, 8:30 PM",,,239,Sleep
"9/13/17, 12:47 AM",,,46,Sleep
"9/13/17, 1:35 AM",,,132,Sleep
"9/13/17, 4:27 AM",,,145,Sleep
"9/13/17, 8:00 AM",,,21,Sleep
"9/13/17, 9:55 AM",,,24,Sleep
"9/13/17, 11:47 AM",,,22,Sleep
"9/13/17, 1:47 PM",,,6,Sleep
"9/13/17, 2:00 PM",,,19,Sleep
"9/13/17, 3:26 PM",,,22,Sleep
"9/13/17, 5:45 PM",,,82,Sleep
"9/13/17, 7:29 PM",,,231,Sleep
"9/13/17, 11:37 PM",,,112,Sleep
"9/14/17, 1:49 AM",,,169,Sleep
"9/14/17, 5:15 AM",,,110,Sleep
"9/14/17, 8:24 AM",,,36,Sleep
"9/14/17, 10:15 AM",,,7,Sleep
"9/14/17, 10:24 AM",,,11,Sleep
"9/14/17, 11:32 AM",,,30,Sleep
"9/14/17, 12:30 PM",,,2,Sleep
"9/14/17, 12:42 PM",,,51,Sleep
"9/14/17, 1:40 PM",,,67,Sleep
"9/14/17, 3:13 PM",,,55,Sleep
"9/14/17, 5:51 PM",,,27,Sleep
"9/14/17, 6:35 PM",,,18,Sleep
"9/14/17, 7:05 PM",,,25,Sleep
"9/14/17, 8:30 PM",,,237,Sleep
"9/15/17, 12:49 AM",,,186,Sleep
"9/15/17, 4:14 AM",,,100,Sleep
"9/15/17, 6:26 AM",,,53,Sleep
"9/15/17, 8:47 AM",,,14,Sleep
"9/15/17, 9:04 AM",,,17,Sleep
"9/15/17, 10:36 AM",,,15,Sleep
"9/15/17, 11:01 AM",,,9,Sleep
"9/15/17, 12:10 PM",,,49,Sleep
"9/15/17, 2:10 PM",,,43,Sleep
"9/15/17, 3:00 PM",,,3,Sleep
"9/15/17, 4:04 PM",,,30,Sleep
"9/15/17, 5:58 PM",,,51,Sleep
"9/15/17, 7:20 PM",,,179,Sleep
"9/15/17, 10:35 PM",,,137,Sleep
"9/16/17, 1:10 AM",,,101,Sleep
"9/16/17, 3:33 AM",,,106,Sleep
"9/16/17, 5:39 AM",,,61,Sleep
"9/16/17, 8:42 AM",,,17,Sleep
"9/16/17, 9:55 AM",,,28,Sleep
"9/16/17, 12:02 PM",,,34,Sleep
"9/16/17, 2:05 PM",,,28,Sleep
"9/16/17, 4:00 PM",,,24,Sleep
"9/16/17, 6:06 PM",,,14,Sleep
"9/16/17, 6:55 PM",,,3,Sleep
"9/16/17, 7:03 PM",,,36,Sleep
"9/16/17, 8:18 PM",,,260,Sleep
"9/17/17, 12:50 AM",,,158,Sleep
"9/17/17, 3:52 AM",,,151,Sleep
"9/17/17, 6:49 AM",,,20,Sleep
"9/17/17, 7:50 AM",,,34,Sleep
"9/17/17, 10:04 AM",,,57,Sleep
"9/17/17, 11:15 AM",,,91,Sleep
"9/17/17, 1:51 PM",,,27,Sleep
"9/17/17, 3:43 PM",,,7,Sleep
"9/17/17, 4:45 PM",,,58,Sleep
"9/17/17, 6:53 PM",,,17,Sleep
"9/17/17, 7:49 PM",,,395,Sleep
"9/18/17, 2:47 AM",,,142,Sleep
"9/18/17, 6:17 AM",,,142,Sleep
"9/18/17, 10:07 AM",,,20,Sleep
"9/18/17, 10:37 AM",,,20,Sleep
"9/18/17, 12:30 PM",,,20,Sleep
"9/18/17, 1:15 PM",,,4,Sleep
"9/18/17, 1:43 PM",,,52,Sleep
"9/18/17, 3:00 PM",,,43,Sleep
"9/18/17, 5:24 PM",,,36,Sleep
"9/18/17, 7:34 PM",,,280,Sleep
"9/19/17, 12:47 AM",,,208,Sleep
"9/19/17, 4:36 AM",,,114,Sleep
"9/19/17, 7:00 AM",,,4,Sleep
"9/19/17, 7:49 AM",,,28,Sleep
"9/19/17, 10:07 AM",,,17,Sleep
"9/19/17, 10:35 AM",,,10,Sleep
"9/19/17, 11:55 AM",,,31,Sleep
"9/19/17, 2:25 PM",,,27,Sleep
"9/19/17, 4:44 PM",,,30,Sleep
"9/19/17, 6:58 PM",,,11,Sleep
"9/19/17, 7:20 PM",,,14,Sleep
"9/19/17, 8:07 PM",,,420,Sleep
"9/20/17, 3:35 AM",,,94,Sleep
"9/20/17, 5:35 AM",,,75,Sleep
"9/20/17, 8:08 AM",,,18,Sleep
"9/20/17, 9:05 AM",,,49,Sleep
"9/20/17, 10:31 AM",,,15,Sleep
"9/20/17, 11:15 AM",,,32,Sleep
"9/20/17, 12:34 PM",,,11,Sleep
"9/20/17, 12:53 PM",,,17,Sleep
"9/20/17, 2:41 PM",,,26,Sleep
"9/20/17, 4:51 PM",,,24,Sleep
"9/20/17, 7:22 PM",,,12,Sleep
"9/20/17, 7:56 PM",,,248,Sleep
"9/21/17, 12:45 AM",,,199,Sleep
"9/21/17, 4:30 AM",,,124,Sleep
"9/21/17, 7:41 AM",,,37,Sleep
"9/21/17, 8:54 AM",,,33,Sleep
"9/21/17, 10:06 AM",,,33,Sleep
"9/21/17, 11:58 AM",,,37,Sleep
"9/21/17, 2:12 PM",,,28,Sleep
"9/21/17, 3:41 PM",,,76,Sleep
"9/21/17, 6:36 PM",,,21,Sleep
"9/21/17, 8:23 PM",,,247,Sleep
"9/22/17, 1:00 AM",,,196,Sleep
"9/22/17, 4:35 AM",,,122,Sleep
"9/22/17, 7:30 AM",,,44,Sleep
"9/22/17, 9:34 AM",,,33,Sleep
"9/22/17, 10:22 AM",,,2,Sleep
"9/22/17, 11:31 AM",,,119,Sleep
"9/22/17, 3:12 PM",,,30,Sleep
"9/22/17, 4:58 PM",,,24,Sleep
"9/22/17, 7:05 PM",,,11,Sleep
"9/22/17, 7:34 PM",,,24,Sleep
"9/22/17, 8:28 PM",,,6,Sleep
"9/22/17, 8:44 PM",,,221,Sleep
"9/23/17, 1:02 AM",,,107,Sleep
"9/23/17, 3:10 AM",,,162,Sleep
"9/23/17, 6:40 AM",,,36,Sleep
"9/23/17, 8:30 AM",,,35,Sleep
"9/23/17, 9:22 AM",,,5,Sleep
"9/23/17, 12:38 PM",,,15,Sleep
"9/23/17, 1:13 PM",,,51,Sleep
"9/23/17, 3:12 PM",,,24,Sleep
"9/23/17, 5:04 PM",,,24,Sleep
"9/23/17, 5:35 PM",,,5,Sleep
"9/23/17, 7:28 PM",,,20,Sleep
"9/23/17, 8:00 PM",,,13,Sleep
"9/23/17, 8:30 PM",,,241,Sleep
"9/24/17, 1:09 AM",,,187,Sleep
"9/24/17, 4:34 AM",,,122,Sleep
"9/24/17, 7:13 AM",,,62,Sleep
"9/24/17, 9:34 AM",,,29,Sleep
"9/24/17, 12:03 PM",,,7,Sleep
"9/24/17, 12:28 PM",,,14,Sleep
"9/24/17, 12:53 PM",,,8,Sleep
"9/24/17, 1:57 PM",,,27,Sleep
"9/24/17, 2:34 PM",,,5,Sleep
"9/24/17, 3:51 PM",,,27,Sleep
"9/24/17, 4:43 PM",,,42,Sleep
"9/24/17, 6:09 PM",,,20,Sleep
"9/24/17, 7:34 PM",,,30,Sleep
"9/24/17, 8:31 PM",,,51,Sleep
"9/24/17, 9:30 PM",,,321,Sleep
"9/25/17, 3:10 AM",,,151,Sleep
"9/25/17, 6:20 AM",,,65,Sleep
"9/25/17, 8:16 AM",,,34,Sleep
"9/25/17, 10:40 AM",,,20,Sleep
"9/25/17, 11:08 AM",,,11,Sleep
"9/25/17, 12:08 PM",,,19,Sleep
"9/25/17, 12:36 PM",,,17,Sleep
"9/25/17, 12:56 PM",,,4,Sleep
"9/25/17, 1:09 PM",,,3,Sleep
"9/25/17, 2:24 PM",,,15,Sleep
"9/25/17, 4:09 PM",,,13,Sleep
"9/25/17, 4:36 PM",,,4,Sleep
"9/25/17, 4:58 PM",,,29,Sleep
"9/25/17, 6:30 PM",,,5,Sleep
"9/25/17, 8:15 PM",,,30,Sleep
"9/25/17, 9:30 PM",,,171,Sleep
"9/26/17, 12:55 AM",,,194,Sleep
"9/26/17, 4:23 AM",,,97,Sleep
"9/26/17, 6:38 AM",,,47,Sleep
"9/26/17, 8:16 AM",,,21,Sleep
"9/26/17, 8:46 AM",,,8,Sleep
"9/26/17, 9:01 AM",,,10,Sleep
"9/26/17, 10:33 AM",,,17,Sleep
"9/26/17, 11:13 AM",,,11,Sleep
"9/26/17, 12:31 PM",,,19,Sleep
"9/26/17, 12:58 PM",,,10,Sleep
"9/26/17, 1:14 PM",,,39,Sleep
"9/26/17, 1:57 PM",,,26,Sleep
"9/26/17, 4:00 PM",,,20,Sleep
"9/26/17, 5:18 PM",,,7,Sleep
"9/26/17, 5:54 PM",,,68,Sleep
"9/26/17, 9:00 PM",,,383,Sleep
"9/27/17, 3:38 AM",,,157,Sleep
"9/27/17, 6:49 AM",,,38,Sleep
"9/27/17, 8:20 AM",,,15,Sleep
"9/27/17, 8:46 AM",,,19,Sleep
"9/27/17, 9:10 AM",,,51,Sleep
"9/27/17, 11:33 AM",,,24,Sleep
"9/27/17, 1:19 PM",,,37,Sleep
"9/27/17, 3:33 PM",,,25,Sleep
"9/27/17, 4:00 PM",,,60,Sleep
"9/27/17, 6:30 PM",,,19,Sleep
"9/27/17, 8:32 PM",,,117,Sleep
"9/27/17, 10:31 PM",,,120,Sleep
"9/28/17, 1:25 AM",,,81,Sleep
"9/28/17, 3:15 AM",,,95,Sleep
"9/28/17, 5:19 AM",,,99,Sleep
"9/28/17, 7:14 AM",,,76,Sleep
"9/28/17, 10:02 AM",,,19,Sleep
"9/28/17, 10:27 AM",,,37,Sleep
"9/28/17, 12:42 PM",,,62,Sleep
"9/28/17, 2:53 PM",,,27,Sleep
"9/28/17, 4:57 PM",,,30,Sleep
"9/28/17, 6:56 PM",,,19,Sleep
"9/28/17, 7:32 PM",,,9,Sleep
"9/28/17, 8:00 PM",,,433,Sleep
"9/29/17, 3:40 AM",,,202,Sleep
"9/29/17, 8:23 AM",,,39,Sleep
"9/29/17, 10:20 AM",,,29,Sleep
"9/29/17, 12:22 PM",,,27,Sleep
"9/29/17, 2:01 PM",,,38,Sleep
"9/29/17, 4:02 PM",,,33,Sleep
"9/29/17, 6:16 PM",,,17,Sleep
